variant,instance,well,variable,group,status,n_finite_baseline,baseline_distinct,centre,scale
unchecked,WELL-00003_20170812060038,WELL-00003,T-TPT,normal,kept,177,168,110.7935,0.0299
unchecked,WELL-00003_20170812110000,WELL-00003,P-ANULAR,normal,kept,180,153,17340590.0,1775.4135
unchecked,WELL-00003_20170812110000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170812110000,WELL-00003,P-MON-CKP,normal,kept,180,170,8165004.75,10080.1974
unchecked,WELL-00003_20170812110000,WELL-00003,P-PDG,normal,kept,180,159,31376215.0,1549.317
unchecked,WELL-00003_20170812110000,WELL-00003,P-TPT,normal,kept,180,103,16680152.5,1156.428
unchecked,WELL-00003_20170812110000,WELL-00003,T-TPT,normal,kept,180,169,110.8153,0.0372
unchecked,WELL-00003_20170812160025,WELL-00003,P-ANULAR,normal,kept,178,157,17320117.5,5296.5885
unchecked,WELL-00003_20170812160025,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170812160025,WELL-00003,P-MON-CKP,normal,kept,180,162,8159644.75,8845.5622
unchecked,WELL-00003_20170812160025,WELL-00003,P-PDG,normal,kept,178,162,31368922.5,1682.751
unchecked,WELL-00003_20170812160025,WELL-00003,P-TPT,normal,kept,178,82,16681805.0,893.2665
unchecked,WELL-00003_20170812160025,WELL-00003,T-TPT,normal,kept,178,162,110.8452,0.0305
unchecked,WELL-00003_20170812210116,WELL-00003,P-ANULAR,normal,kept,180,92,17317207.5,904.386
unchecked,WELL-00003_20170812210116,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170812210116,WELL-00003,P-MON-CKP,normal,kept,180,165,8164777.5,8507.9001
unchecked,WELL-00003_20170812210116,WELL-00003,P-PDG,normal,kept,180,162,31360320.0,2194.248
unchecked,WELL-00003_20170812210116,WELL-00003,P-TPT,normal,kept,180,117,16681900.0,863.6145
unchecked,WELL-00003_20170812210116,WELL-00003,T-TPT,normal,kept,180,167,110.8231,0.0292
unchecked,WELL-00003_20170813020000,WELL-00003,P-ANULAR,normal,kept,178,122,17317785.0,1048.9395
unchecked,WELL-00003_20170813020000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170813020000,WELL-00003,P-MON-CKP,normal,kept,180,170,8158356.75,9940.0917
unchecked,WELL-00003_20170813020000,WELL-00003,P-PDG,normal,kept,178,163,31348880.0,3195.003
unchecked,WELL-00003_20170813020000,WELL-00003,P-TPT,normal,kept,178,134,16680115.0,1178.667
unchecked,WELL-00003_20170813020000,WELL-00003,T-TPT,normal,kept,178,162,110.8372,0.0272
unchecked,WELL-00003_20170813070105,WELL-00003,P-ANULAR,normal,kept,180,104,17318350.0,767.2455
unchecked,WELL-00003_20170813070105,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170813070105,WELL-00003,P-MON-CKP,normal,kept,180,169,8163830.25,10333.722
unchecked,WELL-00003_20170813070105,WELL-00003,P-PDG,normal,kept,180,165,31341855.0,1404.7635
unchecked,WELL-00003_20170813070105,WELL-00003,P-TPT,normal,kept,180,139,16679320.0,3847.347
unchecked,WELL-00003_20170813070105,WELL-00003,T-TPT,normal,kept,180,160,110.8366,0.0295
unchecked,WELL-00003_20170813120131,WELL-00003,P-ANULAR,normal,kept,178,151,17316870.0,1890.315
unchecked,WELL-00003_20170813120131,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170813120131,WELL-00003,P-MON-CKP,normal,kept,180,170,8161254.75,10473.457
unchecked,WELL-00003_20170813120131,WELL-00003,P-PDG,normal,kept,178,167,31322015.0,6586.4505
unchecked,WELL-00003_20170813120131,WELL-00003,P-TPT,normal,kept,178,101,16657590.0,1363.992
unchecked,WELL-00003_20170813120131,WELL-00003,T-TPT,normal,kept,178,146,110.8535,0.0105
unchecked,WELL-00003_20170813170118,WELL-00003,P-ANULAR,normal,kept,180,125,17294745.0,1015.581
unchecked,WELL-00003_20170813170118,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170813170118,WELL-00003,P-MON-CKP,normal,kept,180,178,8155743.25,10698.4416
unchecked,WELL-00003_20170813170118,WELL-00003,P-PDG,normal,kept,180,165,31304357.5,1808.772
unchecked,WELL-00003_20170813170118,WELL-00003,P-TPT,normal,kept,180,129,16657980.0,952.5705
unchecked,WELL-00003_20170813170118,WELL-00003,T-TPT,normal,kept,180,135,110.8555,0.0073
unchecked,WELL-00003_20170820220053,WELL-00003,P-ANULAR,normal,kept,180,139,17501075.0,1630.86
unchecked,WELL-00003_20170820220053,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170820220053,WELL-00003,P-MON-CKP,normal,kept,180,115,8093546.5,2134.2027
unchecked,WELL-00003_20170820220053,WELL-00003,P-PDG,normal,kept,180,157,31274182.5,1871.7825
unchecked,WELL-00003_20170820220053,WELL-00003,P-TPT,normal,kept,180,98,16589240.0,719.061
unchecked,WELL-00003_20170820220053,WELL-00003,T-TPT,normal,kept,180,135,110.8991,0.0042
unchecked,WELL-00003_20170821030114,WELL-00003,P-ANULAR,normal,kept,180,132,17501567.5,1178.667
unchecked,WELL-00003_20170821030114,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170821030114,WELL-00003,P-MON-CKP,normal,kept,180,126,8099777.25,1684.6042
unchecked,WELL-00003_20170821030114,WELL-00003,P-PDG,normal,kept,180,162,31264940.0,2498.181
unchecked,WELL-00003_20170821030114,WELL-00003,P-TPT,normal,kept,180,96,16588517.5,997.0485
unchecked,WELL-00003_20170821030114,WELL-00003,T-TPT,normal,kept,180,163,110.8816,0.0268
unchecked,WELL-00003_20170821080300,WELL-00003,P-ANULAR,normal,kept,180,135,17499420.0,2579.724
unchecked,WELL-00003_20170821080300,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170821080300,WELL-00003,P-MON-CKP,normal,kept,180,112,8099097.25,1654.2109
unchecked,WELL-00003_20170821080300,WELL-00003,P-PDG,normal,kept,180,150,31253057.5,1486.3065
unchecked,WELL-00003_20170821080300,WELL-00003,P-TPT,normal,kept,180,108,16589485.0,871.0275
unchecked,WELL-00003_20170821080300,WELL-00003,T-TPT,normal,kept,180,145,110.8566,0.0111
unchecked,WELL-00003_20170821130207,WELL-00003,P-ANULAR,normal,kept,180,106,17478365.0,1141.602
unchecked,WELL-00003_20170821130207,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170821130207,WELL-00003,P-MON-CKP,normal,kept,180,112,8096633.25,1881.79
unchecked,WELL-00003_20170821130207,WELL-00003,P-PDG,normal,kept,180,161,31246125.0,2787.288
unchecked,WELL-00003_20170821130207,WELL-00003,P-TPT,normal,kept,180,122,16588975.0,1045.233
unchecked,WELL-00003_20170821130207,WELL-00003,T-TPT,normal,kept,180,156,110.8673,0.0304
unchecked,WELL-00003_20170914100000,WELL-00003,P-ANULAR,normal,kept,180,146,18468202.5,1553.0235
unchecked,WELL-00003_20170914100000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170914100000,WELL-00003,P-MON-CKP,normal,kept,180,171,8480989.75,5447.443
unchecked,WELL-00003_20170914100000,WELL-00003,P-PDG,normal,kept,180,164,31786722.5,2249.8455
unchecked,WELL-00003_20170914100000,WELL-00003,P-TPT,normal,kept,180,133,17027815.0,937.7445
unchecked,WELL-00003_20170914100000,WELL-00003,T-TPT,normal,kept,180,172,110.4959,0.0367
unchecked,WELL-00003_20170914150000,WELL-00003,P-ANULAR,normal,kept,180,133,18444465.0,1501.1325
unchecked,WELL-00003_20170914150000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170914150000,WELL-00003,P-MON-CKP,normal,kept,180,157,8481329.75,5223.1998
unchecked,WELL-00003_20170914150000,WELL-00003,P-PDG,normal,kept,180,170,31774780.0,2639.028
unchecked,WELL-00003_20170914150000,WELL-00003,P-TPT,normal,kept,180,106,17028265.0,1078.5915
unchecked,WELL-00003_20170914150000,WELL-00003,T-TPT,normal,kept,180,132,110.5404,0.008
unchecked,WELL-00003_20170914200000,WELL-00003,P-ANULAR,normal,kept,180,136,18399085.0,1323.2205
unchecked,WELL-00003_20170914200000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170914200000,WELL-00003,P-MON-CKP,normal,kept,180,159,8480194.0,5193.9185
unchecked,WELL-00003_20170914200000,WELL-00003,P-PDG,normal,kept,180,147,31765197.5,904.386
unchecked,WELL-00003_20170914200000,WELL-00003,P-TPT,normal,kept,180,95,17027895.0,1145.3085
unchecked,WELL-00003_20170914200000,WELL-00003,T-TPT,normal,kept,180,165,110.5205,0.0309
unchecked,WELL-00003_20170915010000,WELL-00003,P-ANULAR,normal,kept,180,120,18399890.0,863.6145
unchecked,WELL-00003_20170915010000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170915010000,WELL-00003,P-MON-CKP,normal,kept,180,157,8483242.75,4941.8764
unchecked,WELL-00003_20170915010000,WELL-00003,P-PDG,normal,kept,180,162,31758282.5,2524.1265
unchecked,WELL-00003_20170915010000,WELL-00003,P-TPT,normal,kept,180,132,17027122.5,1104.537
unchecked,WELL-00003_20170915010000,WELL-00003,T-TPT,normal,kept,180,168,110.424,0.0385
unchecked,WELL-00003_20170915060000,WELL-00003,P-ANULAR,normal,kept,180,151,18399457.5,2190.5415
unchecked,WELL-00003_20170915060000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170915060000,WELL-00003,P-MON-CKP,normal,kept,180,160,8482182.0,4436.6805
unchecked,WELL-00003_20170915060000,WELL-00003,P-PDG,normal,kept,180,151,31751212.5,1193.493
unchecked,WELL-00003_20170915060000,WELL-00003,P-TPT,normal,kept,180,121,17027347.5,937.7445
unchecked,WELL-00003_20170915060000,WELL-00003,T-TPT,normal,kept,180,169,110.4944,0.0363
unchecked,WELL-00003_20170915110000,WELL-00003,P-ANULAR,normal,kept,180,133,18399905.0,1490.013
unchecked,WELL-00003_20170915110000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170915110000,WELL-00003,P-MON-CKP,normal,kept,180,159,8484872.0,4464.4792
unchecked,WELL-00003_20170915110000,WELL-00003,P-PDG,normal,kept,180,161,31747435.0,1237.971
unchecked,WELL-00003_20170915110000,WELL-00003,P-TPT,normal,kept,180,111,17028447.5,889.56
unchecked,WELL-00003_20170915110000,WELL-00003,T-TPT,normal,kept,180,144,110.5432,0.0052
unchecked,WELL-00003_20170915160000,WELL-00003,P-ANULAR,normal,kept,180,173,18390630.0,11471.6175
unchecked,WELL-00003_20170915160000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170915160000,WELL-00003,P-MON-CKP,normal,kept,180,156,8490534.75,4015.6221
unchecked,WELL-00003_20170915160000,WELL-00003,P-PDG,normal,kept,180,153,31737710.0,652.344
unchecked,WELL-00003_20170915160000,WELL-00003,P-TPT,normal,kept,180,123,17028095.0,1037.82
unchecked,WELL-00003_20170915160000,WELL-00003,T-TPT,normal,kept,180,143,110.5381,0.0073
unchecked,WELL-00003_20170915210000,WELL-00003,P-ANULAR,normal,kept,180,126,18376457.5,1226.8515
unchecked,WELL-00003_20170915210000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
unchecked,WELL-00003_20170915210000,WELL-00003,P-MON-CKP,normal,kept,180,159,8490932.25,5307.3373
unchecked,WELL-00003_20170915210000,WELL-00003,P-PDG,normal,kept,180,160,31731657.5,1108.2435
unchecked,WELL-00003_20170915210000,WELL-00003,P-TPT,normal,kept,180,112,17027840.0,989.6355
unchecked,WELL-00003_20170915210000,WELL-00003,T-TPT,normal,kept,180,147,110.5329,0.0179
unchecked,WELL-00005_20170331050014,WELL-00005,P-ANULAR,normal,kept,180,74,22770450.0,12720.708
unchecked,WELL-00005_20170331050014,WELL-00005,P-JUS-CKGL,normal,kept,180,158,13255290.0,8221.017
unchecked,WELL-00005_20170331050014,WELL-00005,P-MON-CKP,normal,kept,180,153,11517482.5,6230.6265
unchecked,WELL-00005_20170331050014,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170331050014,WELL-00005,P-TPT,normal,kept,180,90,20794570.0,3721.326
unchecked,WELL-00005_20170331050014,WELL-00005,T-TPT,normal,kept,180,40,106.3653,0.0034
unchecked,WELL-00005_20170331100000,WELL-00005,P-ANULAR,normal,kept,180,22,22761870.0,1704.99
unchecked,WELL-00005_20170331100000,WELL-00005,P-JUS-CKGL,normal,kept,180,143,13272710.0,5796.966
unchecked,WELL-00005_20170331100000,WELL-00005,P-MON-CKP,normal,kept,180,152,11546820.0,7294.392
unchecked,WELL-00005_20170331100000,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170331100000,WELL-00005,P-TPT,normal,kept,180,35,20815460.0,2475.942
unchecked,WELL-00005_20170331100000,WELL-00005,T-TPT,normal,kept,180,42,106.3709,0.005
unchecked,WELL-00005_20170331150000,WELL-00005,P-ANULAR,normal,kept,180,23,22740040.0,1704.99
unchecked,WELL-00005_20170331150000,WELL-00005,P-JUS-CKGL,normal,kept,180,146,13254410.0,7279.566
unchecked,WELL-00005_20170331150000,WELL-00005,P-MON-CKP,normal,kept,180,162,11561935.0,5333.6535
unchecked,WELL-00005_20170331150000,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170331150000,WELL-00005,P-TPT,normal,kept,180,45,20816505.0,1549.317
unchecked,WELL-00005_20170331150000,WELL-00005,T-TPT,normal,kept,180,53,106.3698,0.0043
unchecked,WELL-00005_20170331200112,WELL-00005,P-ANULAR,normal,kept,180,60,22718210.0,1704.99
unchecked,WELL-00005_20170331200112,WELL-00005,P-JUS-CKGL,normal,kept,180,152,13248742.5,10834.0995
unchecked,WELL-00005_20170331200112,WELL-00005,P-MON-CKP,normal,kept,180,144,11525382.5,3454.458
unchecked,WELL-00005_20170331200112,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170331200112,WELL-00005,P-TPT,normal,kept,180,78,20794570.0,3098.634
unchecked,WELL-00005_20170331200112,WELL-00005,T-TPT,normal,kept,180,46,106.369,0.0045
unchecked,WELL-00005_20170401010000,WELL-00005,P-ANULAR,normal,kept,180,67,22715910.0,3409.98
unchecked,WELL-00005_20170401010000,WELL-00005,P-JUS-CKGL,normal,kept,180,158,13255047.5,10782.2085
unchecked,WELL-00005_20170401010000,WELL-00005,P-MON-CKP,normal,kept,180,150,11519282.5,5948.9325
unchecked,WELL-00005_20170401010000,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170401010000,WELL-00005,P-TPT,normal,kept,180,89,20794937.5,2553.7785
unchecked,WELL-00005_20170401010000,WELL-00005,T-TPT,normal,kept,180,63,106.3659,0.0057
unchecked,WELL-00005_20170401060000,WELL-00005,P-ANULAR,normal,kept,180,48,22695220.0,1704.99
unchecked,WELL-00005_20170401060000,WELL-00005,P-JUS-CKGL,normal,kept,180,165,13262230.0,11367.8355
unchecked,WELL-00005_20170401060000,WELL-00005,P-MON-CKP,normal,kept,180,159,11511610.0,5218.752
unchecked,WELL-00005_20170401060000,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170401060000,WELL-00005,P-TPT,normal,kept,180,38,20791640.0,2475.942
unchecked,WELL-00005_20170401060000,WELL-00005,T-TPT,normal,kept,180,91,106.3535,0.0267
unchecked,WELL-00005_20170401110141,WELL-00005,P-ANULAR,normal,kept,180,18,22694070.0,1704.99
unchecked,WELL-00005_20170401110141,WELL-00005,P-JUS-CKGL,normal,kept,180,165,13270017.5,17972.8185
unchecked,WELL-00005_20170401110141,WELL-00005,P-MON-CKP,normal,kept,180,168,11530590.0,9629.487
unchecked,WELL-00005_20170401110141,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170401110141,WELL-00005,P-TPT,normal,kept,180,96,20812540.0,7427.826
unchecked,WELL-00005_20170401110141,WELL-00005,T-TPT,normal,kept,180,93,106.3653,0.0067
unchecked,WELL-00005_20170401160000,WELL-00005,P-ANULAR,normal,kept,180,22,22695220.0,1423.296
unchecked,WELL-00005_20170401160000,WELL-00005,P-JUS-CKGL,normal,kept,180,170,13253137.5,18017.2965
unchecked,WELL-00005_20170401160000,WELL-00005,P-MON-CKP,normal,kept,180,166,11491877.5,5926.6935
unchecked,WELL-00005_20170401160000,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170401160000,WELL-00005,P-TPT,normal,kept,180,47,20771590.0,311.346
unchecked,WELL-00005_20170401160000,WELL-00005,T-TPT,normal,kept,180,91,106.3743,0.015
unchecked,WELL-00005_20170401210156,WELL-00005,P-ANULAR,normal,kept,180,41,22694267.5,1412.1765
unchecked,WELL-00005_20170401210156,WELL-00005,P-JUS-CKGL,normal,kept,180,171,13254137.5,15092.868
unchecked,WELL-00005_20170401210156,WELL-00005,P-MON-CKP,normal,kept,180,166,11487785.0,6764.3625
unchecked,WELL-00005_20170401210156,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170401210156,WELL-00005,P-TPT,normal,kept,180,51,20768397.5,2123.8245
unchecked,WELL-00005_20170401210156,WELL-00005,T-TPT,normal,kept,180,123,106.3669,0.0572
unchecked,WELL-00005_20170402020029,WELL-00005,P-ANULAR,normal,kept,180,78,22674540.0,6819.96
unchecked,WELL-00005_20170402020029,WELL-00005,P-JUS-CKGL,normal,kept,180,162,13261170.0,14914.956
unchecked,WELL-00005_20170402020029,WELL-00005,P-MON-CKP,normal,kept,180,163,11492310.0,5170.5675
unchecked,WELL-00005_20170402020029,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170402020029,WELL-00005,P-TPT,normal,kept,180,64,20771590.0,1245.384
unchecked,WELL-00005_20170402020029,WELL-00005,T-TPT,normal,kept,180,114,106.3788,0.0236
unchecked,WELL-00005_20170402070043,WELL-00005,P-ANULAR,normal,kept,180,27,22671090.0,1704.99
unchecked,WELL-00005_20170402070043,WELL-00005,P-JUS-CKGL,normal,kept,180,171,13267137.5,12042.4185
unchecked,WELL-00005_20170402070043,WELL-00005,P-MON-CKP,normal,kept,180,154,11502995.0,6063.834
unchecked,WELL-00005_20170402070043,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170402070043,WELL-00005,P-TPT,normal,kept,180,36,20788825.0,1401.057
unchecked,WELL-00005_20170402070043,WELL-00005,T-TPT,normal,kept,180,110,106.3302,0.0339
unchecked,WELL-00005_20170402120029,WELL-00005,P-ANULAR,normal,kept,180,29,22672240.0,1304.688
unchecked,WELL-00005_20170402120029,WELL-00005,P-JUS-CKGL,normal,kept,180,168,13260440.0,12894.9135
unchecked,WELL-00005_20170402120029,WELL-00005,P-MON-CKP,normal,kept,180,161,11510192.5,6742.1235
unchecked,WELL-00005_20170402120029,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170402120029,WELL-00005,P-TPT,normal,kept,180,45,20792060.0,2787.288
unchecked,WELL-00005_20170402120029,WELL-00005,T-TPT,normal,kept,180,96,106.3653,0.0085
unchecked,WELL-00005_20170402170043,WELL-00005,P-ANULAR,normal,kept,180,71,22662665.0,15337.497
unchecked,WELL-00005_20170402170043,WELL-00005,P-JUS-CKGL,normal,kept,180,164,13243350.0,12268.515
unchecked,WELL-00005_20170402170043,WELL-00005,P-MON-CKP,normal,kept,180,162,11532047.5,4885.167
unchecked,WELL-00005_20170402170043,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170402170043,WELL-00005,P-TPT,normal,kept,180,61,20811910.0,1541.904
unchecked,WELL-00005_20170402170043,WELL-00005,T-TPT,normal,kept,180,120,106.3168,0.0551
unchecked,WELL-00005_20170402220127,WELL-00005,P-ANULAR,normal,kept,180,27,22649910.0,1475.187
unchecked,WELL-00005_20170402220127,WELL-00005,P-JUS-CKGL,normal,kept,180,153,13253590.0,7724.346
unchecked,WELL-00005_20170402220127,WELL-00005,P-MON-CKP,normal,kept,180,145,11503145.0,4440.387
unchecked,WELL-00005_20170402220127,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170402220127,WELL-00005,P-TPT,normal,kept,180,51,20792375.0,3254.307
unchecked,WELL-00005_20170402220127,WELL-00005,T-TPT,normal,kept,180,78,106.3653,0.0042
unchecked,WELL-00005_20170403030000,WELL-00005,P-ANULAR,normal,kept,180,88,22647780.0,3899.238
unchecked,WELL-00005_20170403030000,WELL-00005,P-JUS-CKGL,normal,kept,180,155,13253832.5,7409.2935
unchecked,WELL-00005_20170403030000,WELL-00005,P-MON-CKP,normal,kept,180,139,11506310.0,3035.6235
unchecked,WELL-00005_20170403030000,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170403030000,WELL-00005,P-TPT,normal,kept,180,52,20794150.0,1237.971
unchecked,WELL-00005_20170403030000,WELL-00005,T-TPT,normal,kept,180,78,106.3642,0.005
unchecked,WELL-00005_20170403080000,WELL-00005,P-ANULAR,normal,kept,180,22,22625395.0,1312.101
unchecked,WELL-00005_20170403080000,WELL-00005,P-JUS-CKGL,normal,kept,180,155,13254077.5,6782.895
unchecked,WELL-00005_20170403080000,WELL-00005,P-MON-CKP,normal,kept,180,154,11518487.5,5226.165
unchecked,WELL-00005_20170403080000,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170403080000,WELL-00005,P-TPT,normal,kept,180,109,20794885.0,7286.979
unchecked,WELL-00005_20170403080000,WELL-00005,T-TPT,normal,kept,180,92,106.3615,0.0123
unchecked,WELL-00005_20170403130000,WELL-00005,P-ANULAR,normal,kept,180,62,22626280.0,2097.879
unchecked,WELL-00005_20170403130000,WELL-00005,P-JUS-CKGL,normal,kept,180,160,13250622.5,5670.945
unchecked,WELL-00005_20170403130000,WELL-00005,P-MON-CKP,normal,kept,180,156,11543260.0,6178.7355
unchecked,WELL-00005_20170403130000,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170403130000,WELL-00005,P-TPT,normal,kept,180,51,20812950.0,674.583
unchecked,WELL-00005_20170403130000,WELL-00005,T-TPT,normal,kept,180,125,106.3162,0.0169
unchecked,WELL-00005_20170403180000,WELL-00005,P-ANULAR,normal,kept,180,40,22604710.0,1304.688
unchecked,WELL-00005_20170403180000,WELL-00005,P-JUS-CKGL,normal,kept,180,148,13236320.0,6330.702
unchecked,WELL-00005_20170403180000,WELL-00005,P-MON-CKP,normal,kept,180,140,11540947.5,3732.4455
unchecked,WELL-00005_20170403180000,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170403180000,WELL-00005,P-TPT,normal,kept,180,94,20808360.0,3409.98
unchecked,WELL-00005_20170403180000,WELL-00005,T-TPT,normal,kept,180,144,106.1759,0.0553
unchecked,WELL-00005_20170403230043,WELL-00005,P-ANULAR,normal,kept,180,20,22606435.0,2157.183
unchecked,WELL-00005_20170403230043,WELL-00005,P-JUS-CKGL,normal,kept,180,146,13232320.0,5441.142
unchecked,WELL-00005_20170403230043,WELL-00005,P-MON-CKP,normal,kept,180,140,11500777.5,7527.9015
unchecked,WELL-00005_20170403230043,WELL-00005,P-PDG,normal,no finite baseline value,0,0,,
unchecked,WELL-00005_20170403230043,WELL-00005,P-TPT,normal,kept,180,103,20789345.0,8291.4405
unchecked,WELL-00005_20170403230043,WELL-00005,T-TPT,normal,kept,180,82,106.362,0.0063
unchecked,WELL-00006_20170206210031,WELL-00006,P-ANULAR,normal,kept,180,88,18373560.0,2461.116
unchecked,WELL-00006_20170206210031,WELL-00006,P-JUS-CKGL,normal,kept with a zero scale,180,1,-497671.7,0.0
unchecked,WELL-00006_20170206210031,WELL-00006,P-MON-CKP,normal,kept,180,180,2490828.75,1610.4742
unchecked,WELL-00006_20170206210031,WELL-00006,P-PDG,normal,kept with a zero scale,180,1,0.0,0.0
unchecked,WELL-00006_20170206210031,WELL-00006,P-TPT,normal,kept,180,31,18276047.5,3317.3175
unchecked,WELL-00006_20170206210031,WELL-00006,T-TPT,normal,kept with a zero scale,180,24,118.5515,0.0
unchecked,WELL-00006_20170207020135,WELL-00006,P-ANULAR,normal,kept with a zero scale,180,1,18353610.0,0.0
unchecked,WELL-00006_20170207020135,WELL-00006,P-JUS-CKGL,normal,kept with a zero scale,180,1,-497671.7,0.0
unchecked,WELL-00006_20170207020135,WELL-00006,P-MON-CKP,normal,kept,180,180,2498095.75,1610.4742
unchecked,WELL-00006_20170207020135,WELL-00006,P-PDG,normal,kept with a zero scale,180,1,0.0,0.0
unchecked,WELL-00006_20170207020135,WELL-00006,P-TPT,normal,kept with a zero scale,180,1,18273810.0,0.0
unchecked,WELL-00006_20170207020135,WELL-00006,T-TPT,normal,kept,180,108,118.5703,0.0158
unchecked,WELL-00006_20170207070124,WELL-00006,P-ANULAR,normal,kept with a zero scale,180,49,18353610.0,0.0
unchecked,WELL-00006_20170207070124,WELL-00006,P-JUS-CKGL,normal,kept,180,180,-497085.625,201.3
unchecked,WELL-00006_20170207070124,WELL-00006,P-MON-CKP,normal,kept,180,180,2495728.5,1253.5383
unchecked,WELL-00006_20170207070124,WELL-00006,P-PDG,normal,kept with a zero scale,180,1,0.0,0.0
unchecked,WELL-00006_20170207070124,WELL-00006,P-TPT,normal,kept,180,96,18270647.5,4688.7225
unchecked,WELL-00006_20170207070124,WELL-00006,T-TPT,normal,kept,180,70,118.5914,0.0013
unchecked,WELL-00006_20170207120228,WELL-00006,P-ANULAR,normal,kept with a zero scale,180,13,18333660.0,0.0
unchecked,WELL-00006_20170207120228,WELL-00006,P-JUS-CKGL,normal,kept,180,180,-496360.8,100.7797
unchecked,WELL-00006_20170207120228,WELL-00006,P-MON-CKP,normal,kept,180,180,2490448.5,1005.2028
unchecked,WELL-00006_20170207120228,WELL-00006,P-PDG,normal,kept with a zero scale,180,1,0.0,0.0
unchecked,WELL-00006_20170207120228,WELL-00006,P-TPT,normal,kept,180,81,18255665.0,2676.093
unchecked,WELL-00006_20170207120228,WELL-00006,T-TPT,normal,kept,180,104,118.6367,0.0105
unchecked,WELL-00006_20170207170042,WELL-00006,P-ANULAR,normal,kept with a zero scale,180,7,18333660.0,0.0
unchecked,WELL-00006_20170207170042,WELL-00006,P-JUS-CKGL,normal,kept,180,180,-497173.475,201.5224
unchecked,WELL-00006_20170207170042,WELL-00006,P-MON-CKP,normal,kept,180,180,2485954.25,1005.5734
unchecked,WELL-00006_20170207170042,WELL-00006,P-PDG,normal,kept with a zero scale,180,1,0.0,0.0
unchecked,WELL-00006_20170207170042,WELL-00006,P-TPT,normal,kept with a zero scale,180,30,18253860.0,0.0
unchecked,WELL-00006_20170207170042,WELL-00006,T-TPT,normal,kept,180,130,118.666,0.0287
unchecked,WELL-00006_20170207220207,WELL-00006,P-ANULAR,normal,kept with a zero scale,180,1,18333660.0,0.0
unchecked,WELL-00006_20170207220207,WELL-00006,P-JUS-CKGL,normal,kept,180,180,-497257.825,202.3378
