bed,record,scoring,position,window_index,label,role,score,refusal
skab,other__5,rolling,4,4,0,threshold,13.3747,
skab,other__5,rolling,5,5,0,threshold,55.8042,
skab,other__5,rolling,6,6,0,stream,3.5117,
skab,other__5,rolling,7,7,0,stream,63.537,
skab,other__5,rolling,8,8,0,stream,13.3923,
skab,other__5,rolling,9,9,0,stream,22.9327,
skab,other__5,rolling,10,10,1,stream,607.6254,
skab,other__5,rolling,11,11,1,stream,587.3637,
skab,other__5,rolling,12,12,1,stream,12.223,
skab,other__5,rolling,13,13,1,stream,7.8732,
skab,other__5,rolling,14,14,1,stream,23.0111,
skab,other__5,rolling,15,15,1,stream,38.8896,
skab,other__5,rolling,16,16,1,stream,20.3471,
skab,other__5,rolling,17,17,1,stream,1826.0819,
skab,other__5,rolling,18,18,0,stream,725.5378,
skab,other__5,rolling,19,19,0,stream,4.6968,
skab,other__5,rolling,20,20,0,stream,13.96,
skab,other__5,static,0,0,0,fit,1.3128,
skab,other__5,static,1,1,0,fit,3.1678,
skab,other__5,static,2,2,0,fit,1.6488,
skab,other__5,static,3,3,0,threshold,5.7193,
skab,other__5,static,4,4,0,threshold,7.2166,
skab,other__5,static,5,5,0,threshold,7.868,
skab,other__5,static,6,6,0,stream,5.9253,
skab,other__5,static,7,7,0,stream,8.7587,
skab,other__5,static,8,8,0,stream,5.0133,
skab,other__5,static,9,9,0,stream,8.656,
skab,other__5,static,10,10,1,stream,822.1135,
skab,other__5,static,11,11,1,stream,794.8667,
skab,other__5,static,12,12,1,stream,781.574,
skab,other__5,static,13,13,1,stream,752.3392,
skab,other__5,static,14,14,1,stream,744.1678,
skab,other__5,static,15,15,1,stream,744.449,
skab,other__5,static,16,16,1,stream,742.7314,
skab,other__5,static,17,17,1,stream,62.278,
skab,other__5,static,18,18,0,stream,45.4907,
skab,other__5,static,19,19,0,stream,42.4929,
skab,other__5,static,20,20,0,stream,73.557,
skab,other__6,clock,0,0,0,fit,0.0,
skab,other__6,clock,1,1,0,fit,1.0,
skab,other__6,clock,2,2,0,fit,2.0,
skab,other__6,clock,3,3,0,threshold,3.0,
skab,other__6,clock,4,4,0,threshold,4.0,
skab,other__6,clock,5,5,0,threshold,5.0,
skab,other__6,clock,6,6,0,stream,6.0,
skab,other__6,clock,7,7,0,stream,7.0,
skab,other__6,clock,8,8,0,stream,8.0,
skab,other__6,clock,9,9,0,stream,9.0,
skab,other__6,clock,10,10,1,stream,10.0,
skab,other__6,clock,11,11,1,stream,11.0,
skab,other__6,clock,12,12,1,stream,12.0,
skab,other__6,clock,13,13,1,stream,13.0,
skab,other__6,clock,14,14,1,stream,14.0,
skab,other__6,clock,15,15,1,stream,15.0,
skab,other__6,clock,16,16,1,stream,16.0,
skab,other__6,clock,17,17,1,stream,17.0,
skab,other__6,clock,18,18,0,stream,18.0,
skab,other__6,clock,19,19,0,stream,19.0,
skab,other__6,clock,20,20,0,stream,20.0,
skab,other__6,differenced,0,0,0,fit,,no usable variable has a finite minute median in this window
skab,other__6,differenced,1,1,0,fit,0.6745,
skab,other__6,differenced,2,2,0,fit,0.6745,
skab,other__6,differenced,3,3,0,threshold,2.051,
skab,other__6,differenced,4,4,0,threshold,1.4251,
skab,other__6,differenced,5,5,0,threshold,3.3655,
skab,other__6,differenced,6,6,0,stream,2.1337,
skab,other__6,differenced,7,7,0,stream,2.3087,
skab,other__6,differenced,8,8,0,stream,1.8258,
skab,other__6,differenced,9,9,0,stream,3.8344,
skab,other__6,differenced,10,10,1,stream,601.4227,
skab,other__6,differenced,11,11,1,stream,970.7462,
skab,other__6,differenced,12,12,1,stream,39.2246,
skab,other__6,differenced,13,13,1,stream,8.9451,
skab,other__6,differenced,14,14,1,stream,7.1482,
skab,other__6,differenced,15,15,1,stream,6.1719,
skab,other__6,differenced,16,16,1,stream,996.0549,
skab,other__6,differenced,17,17,1,stream,542.6606,
skab,other__6,differenced,18,18,0,stream,3.6304,
skab,other__6,differenced,19,19,0,stream,3.2307,
skab,other__6,differenced,20,20,0,stream,17.1422,
skab,other__6,rolling,0,0,0,fit,,fewer than 3 windows precede this window
skab,other__6,rolling,1,1,0,fit,,fewer than 3 windows precede this window
skab,other__6,rolling,2,2,0,fit,,fewer than 3 windows precede this window
skab,other__6,rolling,3,3,0,threshold,2.3641,
skab,other__6,rolling,4,4,0,threshold,1.9004,
skab,other__6,rolling,5,5,0,threshold,8.285,
skab,other__6,rolling,6,6,0,stream,9.1096,
skab,other__6,rolling,7,7,0,stream,9.567,
skab,other__6,rolling,8,8,0,stream,10.2604,
skab,other__6,rolling,9,9,0,stream,25.4794,
skab,other__6,rolling,10,10,1,stream,1503.7027,
skab,other__6,rolling,11,11,1,stream,522.493,
skab,other__6,rolling,12,12,1,stream,8.937,
skab,other__6,rolling,13,13,1,stream,4.6791,
skab,other__6,rolling,14,14,1,stream,8.1396,
skab,other__6,rolling,15,15,1,stream,6.9287,
skab,other__6,rolling,16,16,1,stream,268.7019,
skab,other__6,rolling,17,17,1,stream,224.4029,
skab,other__6,rolling,18,18,0,stream,213.1391,
skab,other__6,rolling,19,19,0,stream,363.5505,
skab,other__6,rolling,20,20,0,stream,3.8704,
skab,other__6,static,0,0,0,fit,1.763,
skab,other__6,static,1,1,0,fit,2.0359,
skab,other__6,static,2,2,0,fit,0.6745,
skab,other__6,static,3,3,0,threshold,2.3641,
skab,other__6,static,4,4,0,threshold,2.6938,
skab,other__6,static,5,5,0,threshold,3.2483,
skab,other__6,static,6,6,0,stream,2.6193,
skab,other__6,static,7,7,0,stream,4.1711,
skab,other__6,static,8,8,0,stream,5.1226,
skab,other__6,static,9,9,0,stream,6.5192,
skab,other__6,static,10,10,1,stream,482.5292,
skab,other__6,static,11,11,1,stream,1203.1282,
skab,other__6,static,12,12,1,stream,1174.3165,
skab,other__6,static,13,13,1,stream,1168.665,
skab,other__6,static,14,14,1,stream,1164.3879,
skab,other__6,static,15,15,1,stream,1160.8575,
skab,other__6,static,16,16,1,stream,430.3502,
skab,other__6,static,17,17,1,stream,14.6432,
skab,other__6,static,18,18,0,stream,10.567,
skab,other__6,static,19,19,0,stream,9.1615,
skab,other__6,static,20,20,0,stream,18.8269,
skab,other__7,clock,0,0,0,fit,0.0,
skab,other__7,clock,1,1,0,fit,1.0,
skab,other__7,clock,2,2,0,fit,2.0,
skab,other__7,clock,3,3,0,threshold,3.0,
skab,other__7,clock,4,4,0,threshold,4.0,
skab,other__7,clock,5,5,0,threshold,5.0,
skab,other__7,clock,6,6,0,stream,6.0,
skab,other__7,clock,7,7,0,stream,7.0,
skab,other__7,clock,8,8,0,stream,8.0,
skab,other__7,clock,9,9,0,stream,9.0,
skab,other__7,clock,10,10,1,stream,10.0,
skab,other__7,clock,11,11,1,stream,11.0,
skab,other__7,clock,12,12,1,stream,12.0,
skab,other__7,clock,13,13,1,stream,13.0,
skab,other__7,clock,14,14,1,stream,14.0,
skab,other__7,clock,15,15,1,stream,15.0,
skab,other__7,clock,16,16,1,stream,16.0,
skab,other__7,clock,17,17,0,stream,17.0,
skab,other__7,clock,18,18,0,stream,18.0,
skab,other__7,clock,19,19,0,stream,19.0,
skab,other__7,differenced,0,0,0,fit,,no usable variable has a finite minute median in this window
skab,other__7,differenced,1,1,0,fit,0.6745,
skab,other__7,differenced,2,2,0,fit,0.6745,
skab,other__7,differenced,3,3,0,threshold,12.05,
skab,other__7,differenced,4,4,0,threshold,2.6937,
skab,other__7,differenced,5,5,0,threshold,5.138,
skab,other__7,differenced,6,6,0,stream,5.9436,
skab,other__7,differenced,7,7,0,stream,11.3073,
skab,other__7,differenced,8,8,0,stream,5.7545,
skab,other__7,differenced,9,9,0,stream,14.3438,
skab,other__7,differenced,10,10,1,stream,524.259,
skab,other__7,differenced,11,11,1,stream,1006.9492,
skab,other__7,differenced,12,12,1,stream,385.7389,
skab,other__7,differenced,13,13,1,stream,21.4124,
skab,other__7,differenced,14,14,1,stream,18.3127,
skab,other__7,differenced,15,15,1,stream,501.3454,
skab,other__7,differenced,16,16,1,stream,1367.8229,
skab,other__7,differenced,17,17,0,stream,10.2611,
skab,other__7,differenced,18,18,0,stream,7.5737,
skab,other__7,differenced,19,19,0,stream,12.9723,
skab,other__7,rolling,0,0,0,fit,,fewer than 3 windows precede this window
skab,other__7,rolling,1,1,0,fit,,fewer than 3 windows precede this window
skab,other__7,rolling,2,2,0,fit,,fewer than 3 windows precede this window
skab,other__7,rolling,3,3,0,threshold,26.4979,
skab,other__7,rolling,4,4,0,threshold,8.8085,
skab,other__7,rolling,5,5,0,threshold,4.6029,
skab,other__7,rolling,6,6,0,stream,2.7872,
skab,other__7,rolling,7,7,0,stream,39.1542,
skab,other__7,rolling,8,8,0,stream,3.5319,
skab,other__7,rolling,9,9,0,stream,21.0142,
skab,other__7,rolling,10,10,1,stream,453.5461,
skab,other__7,rolling,11,11,1,stream,1133.473,
skab,other__7,rolling,12,12,1,stream,2.4248,
skab,other__7,rolling,13,13,1,stream,4.822,
skab,other__7,rolling,14,14,1,stream,56.336,
skab,other__7,rolling,15,15,1,stream,205.6343,
skab,other__7,rolling,16,16,1,stream,275.264,
skab,other__7,rolling,17,17,0,stream,4.2286,
skab,other__7,rolling,18,18,0,stream,7.374,
skab,other__7,rolling,19,19,0,stream,147.0622,
skab,other__7,static,0,0,0,fit,3.5345,
skab,other__7,static,1,1,0,fit,15.0315,
skab,other__7,static,2,2,0,fit,16.2215,
skab,other__7,static,3,3,0,threshold,26.4979,
skab,other__7,static,4,4,0,threshold,87.5393,
skab,other__7,static,5,5,0,threshold,204.2743,
skab,other__7,static,6,6,0,stream,68.509,
skab,other__7,static,7,7,0,stream,74.7721,
skab,other__7,static,8,8,0,stream,95.3923,
skab,other__7,static,9,9,0,stream,32.4719,
skab,other__7,static,10,10,1,stream,11912.8076,
skab,other__7,static,11,11,1,stream,34856.5262,
skab,other__7,static,12,12,1,stream,43645.5262,
skab,other__7,static,13,13,1,stream,43157.2912,
skab,other__7,static,14,14,1,stream,42739.6851,
skab,other__7,static,15,15,1,stream,31315.8351,
skab,other__7,static,16,16,1,stream,148.677,
skab,other__7,static,17,17,0,stream,382.1472,
skab,other__7,static,18,18,0,stream,554.3832,
skab,other__7,static,19,19,0,stream,617.7854,
skab,other__8,clock,0,0,0,fit,0.0,
skab,other__8,clock,1,1,0,fit,1.0,
skab,other__8,clock,2,2,0,fit,2.0,
skab,other__8,clock,3,3,0,threshold,3.0,
skab,other__8,clock,4,4,0,threshold,4.0,
skab,other__8,clock,5,5,0,threshold,5.0,
skab,other__8,clock,6,6,0,stream,6.0,
skab,other__8,clock,7,7,0,stream,7.0,
skab,other__8,clock,8,8,0,stream,8.0,
skab,other__8,clock,9,9,0,stream,9.0,
skab,other__8,clock,10,10,1,stream,10.0,
skab,other__8,clock,11,11,1,stream,11.0,
skab,other__8,clock,12,12,1,stream,12.0,
skab,other__8,clock,13,13,1,stream,13.0,
skab,other__8,clock,14,14,1,stream,14.0,
skab,other__8,clock,15,15,1,stream,15.0,
skab,other__8,clock,16,16,1,stream,16.0,
skab,other__8,clock,17,17,1,stream,17.0,
skab,other__8,clock,18,18,0,stream,18.0,
skab,other__8,clock,19,19,0,stream,19.0,
skab,other__8,clock,20,20,0,stream,20.0,
skab,other__8,differenced,0,0,0,fit,,no usable variable has a finite minute median in this window
skab,other__8,differenced,1,1,0,fit,0.6745,
skab,other__8,differenced,2,2,0,fit,0.6745,
skab,other__8,differenced,3,3,0,threshold,10.2745,
skab,other__8,differenced,4,4,0,threshold,5.0227,
skab,other__8,differenced,5,5,0,threshold,26.9141,
skab,other__8,differenced,6,6,0,stream,2.2602,
skab,other__8,differenced,7,7,0,stream,7.5897,
skab,other__8,differenced,8,8,0,stream,13.5226,
skab,other__8,differenced,9,9,0,stream,3.3822,
skab,other__8,differenced,10,10,1,stream,6.5526,
skab,other__8,differenced,11,11,1,stream,36.56,
skab,other__8,differenced,12,12,1,stream,8.6112,
skab,other__8,differenced,13,13,1,stream,29.1341,
skab,other__8,differenced,14,14,1,stream,18.6958,
skab,other__8,differenced,15,15,1,stream,3.8832,
skab,other__8,differenced,16,16,1,stream,7.6682,
skab,other__8,differenced,17,17,1,stream,24.0394,
skab,other__8,differenced,18,18,0,stream,19.0953,
skab,other__8,differenced,19,19,0,stream,8.8666,
skab,other__8,differenced,20,20,0,stream,85.0579,
skab,other__8,rolling,0,0,0,fit,,fewer than 3 windows precede this window
skab,other__8,rolling,1,1,0,fit,,fewer than 3 windows precede this window
skab,other__8,rolling,2,2,0,fit,,fewer than 3 windows precede this window
skab,other__8,rolling,3,3,0,threshold,5.7533,
skab,other__8,rolling,4,4,0,threshold,9.3706,
skab,other__8,rolling,5,5,0,threshold,2.2121,
skab,other__8,rolling,6,6,0,stream,4.7938,
skab,other__8,rolling,7,7,0,stream,6.0905,
skab,other__8,rolling,8,8,0,stream,2.1572,
skab,other__8,rolling,9,9,0,stream,10.6524,
skab,other__8,rolling,10,10,1,stream,2.3658,
skab,other__8,rolling,11,11,1,stream,12.443,
skab,other__8,rolling,12,12,1,stream,10.2523,
skab,other__8,rolling,13,13,1,stream,224.0536,
skab,other__8,rolling,14,14,1,stream,71.5297,
skab,other__8,rolling,15,15,1,stream,27.3169,
skab,other__8,rolling,16,16,1,stream,6.7449,
skab,other__8,rolling,17,17,1,stream,37.8073,
skab,other__8,rolling,18,18,0,stream,16.7218,
skab,other__8,rolling,19,19,0,stream,49.4908,
skab,other__8,rolling,20,20,0,stream,513.6247,
skab,other__8,static,0,0,0,fit,0.6745,
skab,other__8,static,1,1,0,fit,2.5209,
skab,other__8,static,2,2,0,fit,4.4874,
skab,other__8,static,3,3,0,threshold,5.7533,
skab,other__8,static,4,4,0,threshold,11.2185,
skab,other__8,static,5,5,0,threshold,12.5617,
skab,other__8,static,6,6,0,stream,20.7651,
skab,other__8,static,7,7,0,stream,17.5079,
skab,other__8,static,8,8,0,stream,7.0908,
skab,other__8,static,9,9,0,stream,13.5097,
skab,other__8,static,10,10,1,stream,27.4927,
skab,other__8,static,11,11,1,stream,18.2801,
skab,other__8,static,12,12,1,stream,18.0678,
skab,other__8,static,13,13,1,stream,16.5876,
skab,other__8,static,14,14,1,stream,16.9813,
skab,other__8,static,15,15,1,stream,21.5135,
skab,other__8,static,16,16,1,stream,23.3594,
skab,other__8,static,17,17,1,stream,45.3832,
skab,other__8,static,18,18,0,stream,42.0809,
skab,other__8,static,19,19,0,stream,32.577,
skab,other__8,static,20,20,0,stream,46.39,
skab,other__9,clock,0,0,0,fit,0.0,
skab,other__9,clock,1,1,0,fit,1.0,
skab,other__9,clock,2,2,0,fit,2.0,
skab,other__9,clock,3,3,0,threshold,3.0,
skab,other__9,clock,4,4,0,threshold,4.0,
skab,other__9,clock,5,5,0,threshold,5.0,
skab,other__9,clock,6,6,0,stream,6.0,
skab,other__9,clock,7,7,0,stream,7.0,
skab,other__9,clock,8,8,0,stream,8.0,
skab,other__9,clock,9,9,1,stream,9.0,
skab,other__9,clock,10,10,1,stream,10.0,
skab,other__9,clock,11,11,1,stream,11.0,
skab,other__9,clock,12,12,1,stream,12.0,
skab,other__9,clock,13,13,1,stream,13.0,
skab,other__9,clock,14,14,1,stream,14.0,
skab,other__9,clock,15,15,1,stream,15.0,
skab,other__9,clock,16,16,1,stream,16.0,
skab,other__9,clock,17,17,0,stream,17.0,
skab,other__9,clock,18,18,0,stream,18.0,
skab,other__9,clock,19,19,0,stream,19.0,
skab,other__9,differenced,0,0,0,fit,,no usable variable has a finite minute median in this window
skab,other__9,differenced,1,1,0,fit,0.6745,
skab,other__9,differenced,2,2,0,fit,0.6745,
skab,other__9,differenced,3,3,0,threshold,2.9423,
skab,other__9,differenced,4,4,0,threshold,3.386,
skab,other__9,differenced,5,5,0,threshold,5.511,
skab,other__9,differenced,6,6,0,stream,3.2633,
skab,other__9,differenced,7,7,0,stream,9.7566,
skab,other__9,differenced,8,8,0,stream,15.4572,
skab,other__9,differenced,9,9,1,stream,12.223,
skab,other__9,differenced,10,10,1,stream,402.3618,
skab,other__9,differenced,11,11,1,stream,957.9209,
skab,other__9,differenced,12,12,1,stream,17.8354,
skab,other__9,differenced,13,13,1,stream,29.1547,
skab,other__9,differenced,14,14,1,stream,3.0073,
skab,other__9,differenced,15,15,1,stream,18.9797,
skab,other__9,differenced,16,16,1,stream,257.4251,
skab,other__9,differenced,17,17,0,stream,1085.7892,
skab,other__9,differenced,18,18,0,stream,18.4659,
skab,other__9,differenced,19,19,0,stream,7.6665,
skab,other__9,rolling,0,0,0,fit,,fewer than 3 windows precede this window
skab,other__9,rolling,1,1,0,fit,,fewer than 3 windows precede this window
skab,other__9,rolling,2,2,0,fit,,fewer than 3 windows precede this window
skab,other__9,rolling,3,3,0,threshold,107.6487,
skab,other__9,rolling,4,4,0,threshold,539.8174,
skab,other__9,rolling,5,5,0,threshold,15.6665,
skab,other__9,rolling,6,6,0,stream,14.1294,
skab,other__9,rolling,7,7,0,stream,4.0698,
skab,other__9,rolling,8,8,0,stream,4.3155,
skab,other__9,rolling,9,9,1,stream,28.5614,
skab,other__9,rolling,10,10,1,stream,84.7528,
skab,other__9,rolling,11,11,1,stream,114.902,
skab,other__9,rolling,12,12,1,stream,6.6363,
skab,other__9,rolling,13,13,1,stream,9.378,
skab,other__9,rolling,14,14,1,stream,3.3585,
skab,other__9,rolling,15,15,1,stream,57.2568,
skab,other__9,rolling,16,16,1,stream,439.6458,
skab,other__9,rolling,17,17,0,stream,99.1068,
skab,other__9,rolling,18,18,0,stream,2.8399,
skab,other__9,rolling,19,19,0,stream,2.0001,
skab,other__9,static,0,0,0,fit,7.684,
skab,other__9,static,1,1,0,fit,0.6745,
skab,other__9,static,2,2,0,fit,108.0534,
skab,other__9,static,3,3,0,threshold,107.6487,
skab,other__9,static,4,4,0,threshold,431.5392,
skab,other__9,static,5,5,0,threshold,99.8246,
skab,other__9,static,6,6,0,stream,271.55,
skab,other__9,static,7,7,0,stream,162.1476,
skab,other__9,static,8,8,0,stream,17.874,
skab,other__9,static,9,9,1,stream,1009.4429,
skab,other__9,static,10,10,1,stream,18110.7514,
skab,other__9,static,11,11,1,stream,56282.4767,
skab,other__9,static,12,12,1,stream,56713.3414,
skab,other__9,static,13,13,1,stream,55999.7302,
skab,other__9,static,14,14,1,stream,55825.8465,
skab,other__9,static,15,15,1,stream,56201.6727,
skab,other__9,static,16,16,1,stream,45501.0117,
skab,other__9,static,17,17,0,stream,603.5343,
skab,other__9,static,18,18,0,stream,446.1082,
skab,other__9,static,19,19,0,stream,771.6849,
skab,valve1__0,clock,0,0,0,fit,0.0,
skab,valve1__0,clock,1,1,0,fit,1.0,
skab,valve1__0,clock,2,2,0,fit,2.0,
skab,valve1__0,clock,3,3,0,threshold,3.0,
skab,valve1__0,clock,4,4,0,threshold,4.0,
skab,valve1__0,clock,5,5,0,threshold,5.0,
skab,valve1__0,clock,6,6,0,stream,6.0,
skab,valve1__0,clock,7,7,0,stream,7.0,
skab,valve1__0,clock,8,8,0,stream,8.0,
skab,valve1__0,clock,9,9,0,stream,9.0,
skab,valve1__0,clock,10,10,1,stream,10.0,
skab,valve1__0,clock,11,11,1,stream,11.0,
skab,valve1__0,clock,12,12,1,stream,12.0,
skab,valve1__0,clock,13,13,1,stream,13.0,
skab,valve1__0,clock,14,14,1,stream,14.0,
skab,valve1__0,clock,15,15,1,stream,15.0,
skab,valve1__0,clock,16,16,1,stream,16.0,
skab,valve1__0,clock,17,17,0,stream,17.0,
skab,valve1__0,clock,18,18,0,stream,18.0,
skab,valve1__0,clock,19,19,0,stream,19.0,
skab,valve1__0,differenced,0,0,0,fit,,no usable variable has a finite minute median in this window
skab,valve1__0,differenced,1,1,0,fit,0.6745,
skab,valve1__0,differenced,2,2,0,fit,0.6745,
skab,valve1__0,differenced,3,3,0,threshold,5.4517,
skab,valve1__0,differenced,4,4,0,threshold,3.4632,
skab,valve1__0,differenced,5,5,0,threshold,2.6041,
skab,valve1__0,differenced,6,6,0,stream,6.21,
skab,valve1__0,differenced,7,7,0,stream,6.7007,
skab,valve1__0,differenced,8,8,0,stream,8.1706,
skab,valve1__0,differenced,9,9,0,stream,4.1353,
skab,valve1__0,differenced,10,10,1,stream,6.0983,
skab,valve1__0,differenced,11,11,1,stream,11.8787,
skab,valve1__0,differenced,12,12,1,stream,6.2268,
skab,valve1__0,differenced,13,13,1,stream,3.8097,
skab,valve1__0,differenced,14,14,1,stream,3.4364,
skab,valve1__0,differenced,15,15,1,stream,3.2027,
skab,valve1__0,differenced,16,16,1,stream,3.5004,
skab,valve1__0,differenced,17,17,0,stream,12.4874,
skab,valve1__0,differenced,18,18,0,stream,9.1661,
skab,valve1__0,differenced,19,19,0,stream,11.2407,
skab,valve1__0,rolling,0,0,0,fit,,fewer than 3 windows precede this window
skab,valve1__0,rolling,1,1,0,fit,,fewer than 3 windows precede this window
skab,valve1__0,rolling,2,2,0,fit,,fewer than 3 windows precede this window
skab,valve1__0,rolling,3,3,0,threshold,12.1007,
skab,valve1__0,rolling,4,4,0,threshold,3.0983,
skab,valve1__0,rolling,5,5,0,threshold,16.6429,
skab,valve1__0,rolling,6,6,0,stream,7.8601,
skab,valve1__0,rolling,7,7,0,stream,7.269,
skab,valve1__0,rolling,8,8,0,stream,2.5993,
skab,valve1__0,rolling,9,9,0,stream,21.5259,
skab,valve1__0,rolling,10,10,1,stream,11.8265,
skab,valve1__0,rolling,11,11,1,stream,23.1644,
skab,valve1__0,rolling,12,12,1,stream,7.5024,
skab,valve1__0,rolling,13,13,1,stream,26.204,
skab,valve1__0,rolling,14,14,1,stream,25.0627,
skab,valve1__0,rolling,15,15,1,stream,1.8006,
skab,valve1__0,rolling,16,16,1,stream,14.3959,
skab,valve1__0,rolling,17,17,0,stream,15.2809,
skab,valve1__0,rolling,18,18,0,stream,17.7503,
skab,valve1__0,rolling,19,19,0,stream,4.8028,
skab,valve1__0,static,0,0,0,fit,1.1677,
skab,valve1__0,static,1,1,0,fit,4.4775,
skab,valve1__0,static,2,2,0,fit,6.2303,
skab,valve1__0,static,3,3,0,threshold,12.1007,
skab,valve1__0,static,4,4,0,threshold,20.5677,
skab,valve1__0,static,5,5,0,threshold,13.0126,
skab,valve1__0,static,6,6,0,stream,15.3899,
skab,valve1__0,static,7,7,0,stream,8.0058,
skab,valve1__0,static,8,8,0,stream,15.5908,
skab,valve1__0,static,9,9,0,stream,21.8018,
skab,valve1__0,static,10,10,1,stream,19.3794,
skab,valve1__0,static,11,11,1,stream,39.6953,
skab,valve1__0,static,12,12,1,stream,53.3929,
skab,valve1__0,static,13,13,1,stream,46.0446,
skab,valve1__0,static,14,14,1,stream,42.2734,
skab,valve1__0,static,15,15,1,stream,40.243,
skab,valve1__0,static,16,16,1,stream,36.2199,
skab,valve1__0,static,17,17,0,stream,44.1978,
skab,valve1__0,static,18,18,0,stream,44.9597,
skab,valve1__0,static,19,19,0,stream,41.8619,
skab,valve1__1,clock,0,0,0,fit,0.0,
skab,valve1__1,clock,1,1,0,fit,1.0,
skab,valve1__1,clock,2,2,0,fit,2.0,
skab,valve1__1,clock,3,3,0,threshold,3.0,
skab,valve1__1,clock,4,4,0,threshold,4.0,
skab,valve1__1,clock,5,5,0,threshold,5.0,
skab,valve1__1,clock,6,6,0,stream,6.0,
skab,valve1__1,clock,7,7,0,stream,7.0,
skab,valve1__1,clock,8,8,0,stream,8.0,
skab,valve1__1,clock,9,9,0,stream,9.0,
skab,valve1__1,clock,10,10,1,stream,10.0,
skab,valve1__1,clock,11,11,1,stream,11.0,
skab,valve1__1,clock,12,12,1,stream,12.0,
skab,valve1__1,clock,13,13,1,stream,13.0,
skab,valve1__1,clock,14,14,1,stream,14.0,
skab,valve1__1,clock,15,15,1,stream,15.0,
skab,valve1__1,clock,16,16,1,stream,16.0,
skab,valve1__1,clock,17,17,1,stream,17.0,
skab,valve1__1,clock,18,18,0,stream,18.0,
skab,valve1__1,clock,19,19,0,stream,19.0,
skab,valve1__1,clock,20,20,0,stream,20.0,
skab,valve1__1,differenced,0,0,0,fit,,no usable variable has a finite minute median in this window
skab,valve1__1,differenced,1,1,0,fit,0.6745,
skab,valve1__1,differenced,2,2,0,fit,0.6745,
skab,valve1__1,differenced,3,3,0,threshold,37.5546,
skab,valve1__1,differenced,4,4,0,threshold,9.8447,
skab,valve1__1,differenced,5,5,0,threshold,10.4571,
skab,valve1__1,differenced,6,6,0,stream,2.6577,
skab,valve1__1,differenced,7,7,0,stream,52.0205,
skab,valve1__1,differenced,8,8,0,stream,14.1057,
skab,valve1__1,differenced,9,9,0,stream,10.1848,
skab,valve1__1,differenced,10,10,1,stream,36.3324,
skab,valve1__1,differenced,11,11,1,stream,17.1334,
skab,valve1__1,differenced,12,12,1,stream,16.0241,
skab,valve1__1,differenced,13,13,1,stream,46.7923,
skab,valve1__1,differenced,14,14,1,stream,16.5885,
skab,valve1__1,differenced,15,15,1,stream,7.6225,
skab,valve1__1,differenced,16,16,1,stream,12.2507,
skab,valve1__1,differenced,17,17,1,stream,18.1142,
skab,valve1__1,differenced,18,18,0,stream,3.843,
skab,valve1__1,differenced,19,19,0,stream,29.7507,
skab,valve1__1,differenced,20,20,0,stream,30.9488,
skab,valve1__1,rolling,0,0,0,fit,,fewer than 3 windows precede this window
skab,valve1__1,rolling,1,1,0,fit,,fewer than 3 windows precede this window
skab,valve1__1,rolling,2,2,0,fit,,fewer than 3 windows precede this window
skab,valve1__1,rolling,3,3,0,threshold,71.4182,
skab,valve1__1,rolling,4,4,0,threshold,320.4557,
skab,valve1__1,rolling,5,5,0,threshold,3.8008,
skab,valve1__1,rolling,6,6,0,stream,9.1302,
skab,valve1__1,rolling,7,7,0,stream,30.699,
skab,valve1__1,rolling,8,8,0,stream,2.486,
skab,valve1__1,rolling,9,9,0,stream,30.6893,
skab,valve1__1,rolling,10,10,1,stream,5.9897,
skab,valve1__1,rolling,11,11,1,stream,11.5507,
skab,valve1__1,rolling,12,12,1,stream,6744.2331,
skab,valve1__1,rolling,13,13,1,stream,5.6726,
skab,valve1__1,rolling,14,14,1,stream,4.2374,
skab,valve1__1,rolling,15,15,1,stream,15.0542,
skab,valve1__1,rolling,16,16,1,stream,3371.4421,
skab,valve1__1,rolling,17,17,1,stream,2248.7522,
skab,valve1__1,rolling,18,18,0,stream,7.838,
skab,valve1__1,rolling,19,19,0,stream,195.8272,
skab,valve1__1,rolling,20,20,0,stream,8.8673,
skab,valve1__1,static,0,0,0,fit,37.4083,
skab,valve1__1,static,1,1,0,fit,2.2545,
skab,valve1__1,static,2,2,0,fit,0.6745,
skab,valve1__1,static,3,3,0,threshold,71.4182,
skab,valve1__1,static,4,4,0,threshold,320.4557,
skab,valve1__1,static,5,5,0,threshold,323.7244,
skab,valve1__1,static,6,6,0,stream,276.2092,
skab,valve1__1,static,7,7,0,stream,205.7508,
skab,valve1__1,static,8,8,0,stream,195.6127,
skab,valve1__1,static,9,9,0,stream,199.3068,
skab,valve1__1,static,10,10,1,stream,200.7181,
skab,valve1__1,static,11,11,1,stream,223.4744,
skab,valve1__1,static,12,12,1,stream,205.5744,
skab,valve1__1,static,13,13,1,stream,166.7652,
skab,valve1__1,static,14,14,1,stream,197.1277,
skab,valve1__1,static,15,15,1,stream,385.6531,
skab,valve1__1,static,16,16,1,stream,488.4455,
skab,valve1__1,static,17,17,1,stream,451.6909,
skab,valve1__1,static,18,18,0,stream,401.8927,
skab,valve1__1,static,19,19,0,stream,347.6118,
skab,valve1__1,static,20,20,0,stream,335.803,
skab,valve1__10,clock,0,0,0,fit,0.0,
skab,valve1__10,clock,1,1,0,fit,1.0,
skab,valve1__10,clock,2,2,0,fit,2.0,
skab,valve1__10,clock,3,3,0,threshold,3.0,
